main_class,sub_class,count
H01M,8/0273,1
C12M,3/06,1
C12M,1/36,1
A61K,9/32,1
C07K,14/725,1
C09D,4/04,1
C07K,5/04,1
C08C,19/30,1
C01G,41/02,1
D01F,8/16,1
G21F,1/12,1
G21F,5/00,1
G21F,5/06,1
G21F,5/10,1
G09B,23/24,1
F16L,47/00,1
A61C,7/10,1
A63B,23/03,1
A01N,43/713,1
C08G,67/00,1
C07C,275/34,1
B01J,47/016,1
D06M,13/418,1
F16G,1/16,1
D06M,15/05,1
B01D,17/04,1
C07D,317/48,1
C07D,319/18,1
C07D,321/08,1
D06M,13/02,1
A61C,13/34,1
B32B,7/027,1
C09J,7/32,1
C03C,25/1065,1
E04H,7/18,1
B65D,90/22,1
E02D,31/00,1
E02D,31/02,1
B65D,90/513,1
G11B,5/73,1
C12N,15/66,1
A61K,47/55,1
C07K,16/30,1
D06P,1/44,1
G01N,19/00,1
B05C,5/02,1
C04B,35/5833,1
A61B,5/08,1
A61B,5/097,1
C07D,239/08,1
C07D,239/22,1
C07C,67/04,1
A62B,31/00,1
A62B,1/02,1
A62B,5/00,1
A47D,13/02,1
A23L,5/20,1
A23L,11/30,1
A23L,27/27,1
H04B,10/50,1
H04B,10/572,1
A61B,8/12,1
A23L,3/3508,1
A23L,3/3517,1
C07C,309/86,1
C07D,213/50,1
C07D,241/12,1
C08F,132/02,1
C04B,28/08,1
C04B,18/08,1
F21S,41/00,1
F21S,43/00,1
F21S,45/00,1
F21V,9/04,1
F21W,103/00,1
F21W,104/00,1
F21W,105/00,1
A23G,3/08,1
A23G,7/00,1
A23G,7/02,1
F03D,80/50,1
B29C,73/00,1
C01F,5/24,1
H01R,43/18,1
D01F,6/58,1
H01L,23/18,1
B01D,61/24,1
A42B,3/24,1
A42B,3/22,1
B41M,5/395,1
B05D,7/06,1
C07D,491/10,1
G06Q,30/00,1
G06Q,20/06,1
B29C,64/159,1
G01N,33/02,1
C07C,321/10,1
C07D,233/34,1
C07D,235/26,1
C07C,69/736,1
C07C,59/66,1
H01L,21/54,1
H01L,23/24,1
F28F,27/00,1
B81B,3/00,1
C12M,1/02,1
G05D,23/20,1
C07C,69/22,1
C07C,69/773,1
C07C,69/88,1
C07C,217/76,1
C07C,323/36,1
A61C,13/15,1
B29B,11/10,1
B21D,28/02,1
B21D,37/18,1
B29K,105/10,1
D06M,13/12,1
B60C,5/00,1
G01B,11/02,1
G01J,3/46,1
D01F,6/44,1
A61K,31/7008,1
B21D,22/28,1
C09J,133/12,1
H01M,8/1069,1
C09D,153/02,1
C08F,212/02,1
B42D,25/48,1
B42D,25/36,1
B42D,25/382,1
B60C,3/04,1
A61K,31/4355,1
B32B,3/18,1
A61B,8/14,1
B01J,37/16,1
D02G,3/44,1
C07C,217/58,1
C07C,247/24,1
A23L,2/74,1
C12H,1/07,1
B01D,61/20,1
C07C,275/32,1
A61K,35/748,1
A01N,25/14,1
E01C,13/06,1
E01C,7/35,1
C11D,1/74,1
C11D,1/90,1
F16L,59/08,1
B29C,41/24,1
A23C,3/00,1
A23C,3/02,1
A23G,1/48,1
A23L,29/206,1
A23L,29/238,1
C08G,65/322,1
B29C,70/40,1
C05F,11/02,1
A01G,24/00,1
C05F,7/00,1
C09D,151/04,1
C10G,3/00,1
C10G,1/06,1
C10G,1/08,1
C08L,35/08,1
G03G,5/02,1
A01G,7/02,1
A01G,9/18,1
B01D,61/38,1
C10M,175/00,1
C10M,175/02,1
D06M,13/313,1
C07D,491/06,1
C07D,495/06,1
H01L,21/762,1
H01M,8/1044,1
A61B,42/10,1
C03C,25/1095,1
C03C,25/255,1
C03C,25/30,1
C08G,75/0204,1
B65D,6/00,1
B65D,8/02,1
A47K,5/122,1
D06P,3/60,1
C07H,19/173,1
A01N,57/28,1
C01G,23/053,1
G02B,1/113,1
C07C,235/08,1
A61C,5/64,1
C08C,1/065,1
A61K,31/4196,1
A61K,31/4465,1
A61K,31/54,1
A61K,31/48,1
A61F,2/82,1
D04H,1/55,1
G01H,11/06,1
H01G,7/00,1
H01L,49/00,1
C07C,233/18,1
B29C,49/50,1
F16L,9/127,1
C07K,14/62,1
B01D,71/50,1
C07K,14/575,1
A61K,38/23,1
A61P,25/06,1
G01N,1/42,1
C08F,4/6192,1
A23F,5/26,1
A23F,5/24,1
B67C,7/00,1
B41J,27/00,1
C07C,43/178,1
C07C,69/608,1
C07F,7/30,1
B33Y,70/10,1
H04R,1/10,1
C07C,11/04,1
C07C,255/19,1
C04B,24/00,1
C07D,307/52,1
A61F,6/08,1
C23F,1/36,1
A45D,19/00,1
G06K,19/07,1
A61J,7/00,1
C09J,181/06,1
C03C,25/285,1
C03C,25/321,1
C03C,25/328,1
C03C,25/16,1
A61C,19/00,1
C07C,69/67,1
H01L,27/11502,1
C07C,49/807,1
C09D,11/105,1
H01G,7/02,1
G01N,27/00,1
A61F,5/44,1
G01N,27/22,1
C08G,63/68,1
B42D,25/425,1
B08B,7/00,1
C07C,69/30,1
C23C,16/02,1
C11D,3/36,1
C07D,211/88,1
A23L,33/125,1
C08G,75/0245,1
C08G,75/0236,1
H01M,8/1025,1
H01M,8/1032,1
C09D,157/10,1
C09J,157/10,1
C08F,18/16,1
C08F,120/16,1
C07C,327/36,1
C07C,327/38,1
C07C,303/30,1
C09D,193/02,1
C08L,93/02,1
G01P,5/20,1
G01M,9/08,1
C08J,7/05,1
C07D,279/12,1
C07D,211/22,1
C07D,223/04,1
C07D,211/06,1
C07C,271/54,1
G02B,6/028,1
C07C,69/33,1
C07K,14/36,1
C07C,245/08,1
E06B,9/24,1
G01N,33/76,1
C09D,7/48,1
A45D,34/00,1
B23K,26/53,1
C04B,24/18,1
C04B,103/40,1
B65D,65/00,1
A43B,5/00,1
A63C,5/12,1
A63B,59/54,1
D01F,11/16,1
C07D,295/104,1
C10N,50/02,1
C09K,8/493,1
B22F,7/08,1
H01L,23/495,1
H01L,23/34,1
H01L,21/477,1
A61K,38/20,1
C07K,14/55,1
B32B,3/04,1
C07C,53/08,1
A01K,1/01,1
A01K,29/00,1
A01K,31/04,1
C09J,171/12,1
G09F,3/03,1
H01L,51/10,1
A61C,7/02,1
C23C,14/48,1
A61K,31/575,1
C09D,105/06,1
G12B,9/02,1
G01N,27/403,1
C08F,122/12,1
C07G,3/00,1
C07C,323/58,1
C07K,1/36,1
A61K,39/02,1
C07C,253/28,1
G01N,3/56,1
A23C,9/127,1
A23C,21/00,1
A61K,31/5517,1
A61K,31/5513,1
A61K,31/433,1
A61K,31/4015,1
A61K,31/515,1
C07C,69/08,1
C07C,31/28,1
G01T,3/06,1
G01N,33/34,1
C25D,5/56,1
B29L,31/36,1
C08F,290/02,1
A61K,31/436,1
B29C,64/30,1
A61K,31/7028,1
C08F,136/04,1
B41M,5/035,1
C07D,233/90,1
A61K,47/56,1
C01D,3/14,1
A61K,31/275,1
C10M,125/04,1
A61K,31/385,1
H01L,23/433,1
C10M,171/04,1
F04B,49/10,1
H01L,21/78,1
E21B,17/00,1
A61K,47/20,1
G01N,33/84,1
E04F,13/14,1
B28B,23/02,1
C09D,7/45,1
C09J,113/02,1
C07D,233/56,1
C07C,303/32,1
C07J,31/00,1
C07D,291/08,1
C07D,491/22,1
C08G,63/664,1
B29C,64/277,1
B41C,1/00,1
C08B,3/14,1
C08B,3/22,1
C08B,31/02,1
D06H,1/02,1
D21H,25/06,1
D21H,17/54,1
B65H,35/00,1
B65C,9/18,1
B29B,7/16,1
B01D,39/06,1
B01J,20/08,1
C10G,25/02,1
F16J,15/3284,1
G01L,1/00,1
A61K,6/893,1
C01B,33/148,1
C07C,217/64,1
C07C,45/61,1
C07C,49/543,1
A23L,2/40,1
C08G,63/547,1
C08G,63/79,1
C23G,5/032,1
C12N,5/0797,1
D21C,9/10,1
D06M,15/15,1
C10L,10/16,1
C11D,3/32,1
H01F,27/00,1
F16L,55/175,1
G01N,5/00,1
A61C,17/06,1
A61M,1/10,1
C11D,3/02,1
C09D,139/06,1
G01N,30/62,1
G01N,30/68,1
G01N,21/39,1
F16L,55/10,1
C10M,143/08,1
D02G,3/28,1
D02G,1/16,1
C12N,15/88,1
F21S,43/20,1
F21S,45/10,1
F21W,103/30,1
F21W,103/35,1
D06M,13/184,1
A61L,9/12,1
C07D,207/10,1
C12N,5/0775,1
C08F,114/18,1
A61K,31/196,1
A61K,31/405,1
A61K,31/616,1
A01G,25/16,1
B29C,48/29,1
B29C,48/505,1
B02C,17/00,1
C07B,35/06,1
A23L,33/18,1
C08F,214/20,1
B01D,33/06,1
B01D,33/067,1
B01D,33/073,1
B01D,33/46,1
C08G,12/06,1
A61K,8/9717,1
C09K,8/34,1
B32B,7/023,1
C07D,411/12,1
C04B,35/10,1
C04B,35/48,1
C04B,35/50,1
C04B,35/56,1
C04B,35/565,1
C04B,35/58,1
C04B,35/80,1
C01B,32/152,1
C01B,32/174,1
E02D,19/22,1
E02D,31/04,1
C08B,5/00,1
C07D,487/00,1
C07D,487/02,1
A23L,33/22,1
A23L,2/39,1
A23G,3/38,1
A23G,3/42,1
C08J,7/043,1
A63B,59/70,1
C04B,35/582,1
C04B,35/5835,1
C04B,35/596,1
C04B,41/82,1
A23C,9/158,1
A23L,3/3571,1
A61K,35/744,1
A61K,35/747,1
C07K,14/335,1
E04C,2/292,1
A23L,3/3562,1
C07D,251/18,1
C07D,251/64,1
C12Q,1/08,1
C12Q,1/20,1
D01F,6/82,1
E02B,3/16,1
C08K,11/00,1
B29C,64/314,1
C07C,33/38,1
B64D,11/06,1
B60N,3/00,1
A63B,37/12,1
C09K,15/04,1
C07C,323/16,1
C07C,303/42,1
C07C,309/20,1
C07C,275/14,1
C07C,275/18,1
C07C,275/24,1
B65G,61/00,1
C08L,9/08,1
B65G,15/36,1
G03G,9/083,1
B29C,47/50,1
B29C,47/82,1
B29C,47/84,1
H01M,8/1062,1
B29C,70/42,1
C09J,155/00,1
C07D,317/46,1
B29C,64/171,1
B29C,43/30,1
B29C,53/04,1
A23L,2/42,1
C07C,67/10,1
C07D,231/02,1
B29B,13/10,1
C01G,23/08,1
H01B,1/02,1
C07C,69/604,1
C11D,1/08,1
G03B,21/14,1
G03B,21/62,1
A01C,21/00,1
A01C,15/00,1
C25B,9/10,1
C25B,11/03,1
C25B,11/08,1
B65D,79/02,1
A61K,35/50,1
C07F,1/10,1
C09B,45/48,1
B01J,23/40,1
B60C,9/12,1
C07K,14/37,1
B01J,31/28,1
E04D,1/20,1
F24C,15/02,1
F24C,15/10,1
C09K,13/00,1
B29C,45/37,1
G11B,7/0065,1
B60C,11/04,1
C08F,4/646,1
C08F,222/08,1
C08F,267/04,1
H01L,29/78,1
B65D,85/82,1
B63H,1/28,1
C09D,157/02,1
C07D,417/04,1
C07C,57/44,1
C07D,317/64,1
F28F,7/00,1
G06F,1/20,1
C10G,50/00,1
C07C,2/12,1
B65D,88/02,1
F17C,3/02,1
F17C,13/00,1
C22C,38/40,1
C08F,4/46,1
A61K,9/54,1
A61P,7/04,1
C07C,29/128,1
H01G,4/14,1
G06K,19/08,1
C08F,36/02,1
B29C,44/24,1
A23D,9/00,1
B41M,5/124,1
B41M,5/132,1
B41M,5/136,1
H01L,33/04,1
B01J,38/04,1
C25D,7/00,1
B60Q,1/04,1
A01D,34/73,1
C07D,251/42,1
D04H,1/02,1
C07C,235/10,1
C07C,5/31,1
G03F,7/021,1
A23C,13/16,1
A23L,1/39,1
A23L,1/0522,1
A21D,13/00,1
C09B,43/00,1
C07C,43/188,1
C07C,43/196,1
C07C,43/317,1
G01B,21/08,1
G01G,7/02,1
G01B,7/06,1
C09C,1/68,1
C09K,8/22,1
E21B,43/295,1
E21B,43/14,1
E21B,43/25,1
C10M,115/10,1
D21H,17/38,1
A61K,38/39,1
A46B,11/00,1
C10L,1/20,1
D01F,1/04,1
C07C,7/163,1
C07D,307/24,1
G01N,35/10,1
C07C,29/145,1
C07C,409/10,1
G06F,3/045,1
C10M,125/00,1
C07C,69/38,1
A23N,4/08,1
G02B,26/00,1
D06M,13/288,1
C07C,327/22,1
H05B,6/68,1
C11D,7/00,1
G01J,1/02,1
G01N,21/3504,1
H01L,37/02,1
A61M,1/38,1
A61M,39/08,1
A23L,1/305,1
G03B,21/56,1
B60R,19/02,1
B60R,19/04,1
B60R,19/18,1
C08L,15/02,1
A61H,7/00,1
A45D,40/00,1
F16L,9/128,1
B07C,5/344,1
B03B,5/28,1
B03B,5/44,1
B03B,9/06,1
B01D,3/08,1
B01D,46/54,1
A61L,27/40,1
C07H,5/06,1
C07H,15/12,1
C07C,211/63,1
C07C,215/40,1
G03H,1/18,1
G03H,1/20,1
G03H,1/22,1
G01K,11/20,1
C07D,233/88,1
G11C,29/44,1
G06F,19/20,1
A01N,37/02,1
A01N,41/04,1
C07C,49/395,1
C08F,20/54,1
C09B,47/20,1
G01N,27/414,1
F16L,9/00,1
F16L,23/14,1
E04F,17/04,1
G01N,30/90,1
B01J,20/286,1
B01J,20/287,1
C11C,1/00,1
C07F,7/02,1
C07D,265/30,1
C07D,277/60,1
C07D,279/14,1
C07D,497/04,1
D06M,10/04,1
D06H,3/12,1
D04H,11/08,1
C07D,213/81,1
B81C,99/00,1
A61C,13/235,1
C07C,247/10,1
C07C,59/08,1
C12P,7/56,1
A61P,19/06,1
C12N,5/077,1
A23C,19/00,1
A23C,19/086,1
A23J,1/20,1
A23J,3/22,1
B29B,11/12,1
C07D,317/12,1
C07D,317/16,1
C07D,317/28,1
C07B,41/00,1
C11D,1/42,1
C07C,409/18,1
C07C,309/29,1
C09B,69/02,1
C07C,17/38,1
C07C,19/08,1
H01L,33/52,1
C03C,8/16,1
C03C,17/04,1
H01J,9/02,1
H01J,11/36,1
H01J,29/86,1
C03C,25/34,1
A47J,27/04,1
C09D,1/02,1
G01D,11/00,1
C04B,12/00,1
C04B,14/04,1
C08F,4/626,1
B29K,35/00,1
G21F,9/12,1
C02F,101/00,1
C01F,5/14,1
B32B,21/12,1
E21B,43/24,1
E21B,7/14,1
E21B,21/08,1
A61L,27/60,1
A61B,19/00,1
C07C,251/16,1
B01J,37/10,1
C07C,13/20,1
C07C,13/11,1
A23G,1/22,1
A23P,1/10,1
A23G,3/02,1
C07D,311/32,1
C10G,71/00,1
C10G,21/00,1
C10L,1/23,1
A61K,31/18,1
A61K,31/7068,1
A61K,31/708,1
A61K,35/26,1
C12N,5/078,1
C01C,3/00,1
H02K,1/18,1
B43K,19/14,1
C07C,47/542,1
B01J,27/12,1
C07C,45/49,1
C07C,211/14,1
C08F,12/28,1
C08F,112/14,1
A01N,33/02,1
C08F,22/22,1
B41M,1/40,1
A61K,51/00,1
A61M,36/14,1
C10M,129/14,1
B01J,29/40,1
A23G,9/40,1
A23L,1/0524,1
A23L,1/0532,1
C12P,19/12,1
C07H,19/01,1
A61K,8/21,1
B30B,11/08,1
B30B,11/34,1
A23G,4/04,1
H04N,5/374,1
C09K,8/28,1
C08B,31/12,1
A61K,31/718,1
C08G,8/38,1
B09C,1/00,1
B09C,1/08,1
B01J,37/30,1
C03B,33/02,1
B01J,21/10,1
C09D,103/00,1
C08F,18/04,1
B65D,25/08,1
B65D,81/32,1
C07C,11/167,1
C07D,209/58,1
G11B,7/244,1
C07C,67/343,1
B01J,37/18,1
B01J,29/064,1
B01J,29/72,1
C08C,4/00,1
B29B,15/02,1
C09D,101/26,1
C09D,103/04,1
C09D,103/08,1
C09J,101/08,1
C09J,103/04,1
C09J,103/08,1
C09J,105/00,1
C07D,203/00,1
B29C,45/78,1
H01L,21/28,1
H01P,1/203,1
C09D,161/24,1
A61P,5/24,1
C08F,22/26,1
B05D,1/24,1
C07D,317/24,1
C07D,317/14,1
A61K,31/755,1
C09D,185/00,1
G09F,5/04,1
C25D,11/04,1
C25D,11/18,1
C10M,119/08,1
A61K,31/131,1
A61M,39/20,1
A61M,25/06,1
C07C,265/10,1
C09J,167/03,1
C08F,222/24,1
C07D,233/28,1
C07H,17/04,1
G02F,1/365,1
G02F,1/377,1
A01N,43/64,1
B62D,65/00,1
A61K,31/5383,1
C23F,11/02,1
C02F,5/12,1
B65B,55/19,1
A23L,1/211,1
A23D,9/013,1
A23J,7/00,1
C08G,65/16,1
A01B,5/08,1
B60J,3/04,1
E06B,7/00,1
G02F,1/17,1
C07D,277/50,1
C09B,45/18,1
C09B,45/20,1
C09B,45/22,1
C12P,7/44,1
C12P,1/06,1
C07C,275/26,1
C10M,135/30,1
C14C,9/02,1
B41F,1/18,1
C07C,69/757,1
C08F,212/10,1
B27D,3/00,1
B29C,41/20,1
G01N,33/483,1
G03H,1/28,1
G03H,1/26,1
D06P,5/08,1
D06M,13/507,1
D06M,14/00,1
C07C,311/17,1
F25B,47/00,1
H01L,31/046,1
H01L,31/075,1
G04C,10/02,1
G04G,19/00,1
C03C,11/00,1
B05B,1/30,1
B05B,7/06,1
B05B,7/12,1
A23L,1/187,1
H01F,1/20,1
B22F,9/22,1
B22F,9/26,1
H01F,1/24,1
H01F,1/33,1
C21D,1/58,1
C21D,9/32,1
C10M,133/10,1
F25J,1/02,1
B01J,37/06,1
H01C,7/10,1
A61K,31/095,1
C07D,277/84,1
C11D,1/04,1
A63B,37/02,1
C12P,19/18,1
C12P,19/56,1
C07D,217/04,1
C07K,17/04,1
B01J,20/283,1
B01J,20/289,1
C10M,157/04,1
C07C,55/10,1
C07C,55/12,1
C07K,1/18,1
B60B,7/02,1
C07D,279/16,1
C07C,229/16,1
C07D,211/84,1
C11B,11/00,1
C07D,213/69,1
B08B,17/00,1
C12P,7/18,1
A61L,9/18,1
B01D,61/28,1
F28F,3/10,1
H01H,50/00,1
A01N,37/36,1
B23B,7/06,1
B65B,31/06,1
B29K,677/00,1
C10M,105/60,1
G01N,23/207,1
G01N,23/223,1
B01J,20/02,1
A01M,29/34,1
A43C,15/16,1
A43B,5/02,1
C23C,14/24,1
C25D,3/02,1
B01J,31/14,1
A61K,36/736,1
A61K,36/13,1
A61K,36/886,1
G06Q,10/08,1
G06Q,50/32,1
G06Q,30/02,1
C10M,145/32,1
C10M,157/00,1
G02B,6/38,1
C08B,3/12,1
C08J,7/14,1
B31D,3/02,1
D21H,27/38,1
C07C,29/82,1
C08F,265/10,1
C10M,157/08,1
B29C,47/68,1
C10L,1/06,1
C10L,1/18,1
G03B,21/10,1
G03B,21/28,1
G03B,21/30,1
G03B,21/54,1
G03B,27/68,1
A01N,37/16,1
B29C,44/50,1
A61M,5/158,1
C08G,63/81,1
B01J,20/12,1
B01J,20/14,1
A43B,9/12,1
A43D,25/07,1
B65D,71/08,1
E21D,20/02,1
C09D,161/18,1
C07B,41/02,1
C07C,215/64,1
C07C,45/67,1
C07C,205/25,1
C07C,255/53,1
G02F,1/1343,1
G02F,1/139,1
C09B,29/00,1
C09B,29/18,1
C07D,273/08,1
B29C,53/08,1
B29C,57/04,1
C07D,303/38,1
D01D,5/38,1
A61L,17/08,1
G04F,1/00,1
C12M,1/18,1
G01N,29/22,1
G01N,29/26,1
G10K,11/00,1
A61Q,9/04,1
G01N,33/82,1
G01B,11/06,1
G01B,11/24,1
C09J,133/20,1
C07C,273/18,1
A61L,31/02,1
A61L,31/08,1
A61M,25/09,1
C09B,33/00,1
H01R,4/02,1
C07D,515/04,1
C08F,220/40,1
G11B,7/00,1
C08G,65/321,1
A01G,9/14,1
A61K,31/4192,1
A61M,5/165,1
A61M,5/38,1
D04B,1/04,1
A61K,31/7088,1
A61M,5/178,1
C07F,9/59,1
G01N,33/92,1
H01L,25/00,1
A61K,35/00,1
C04B,18/28,1
B32B,13/06,1
B32B,15/10,1
B32B,15/12,1
E04C,2/28,1
D06M,101/20,1
H05B,6/00,1
A61K,31/29,1
A61K,31/7036,1
A61K,31/7042,1
G03G,15/01,1
A01K,11/00,1
A61K,31/425,1
A61J,17/00,1
C08L,39/02,1
G01N,11/08,1
B05B,7/02,1
C11D,7/12,1
C11D,7/14,1
C11D,3/08,1
C11D,3/10,1
A61L,17/12,1
F01N,13/14,1
B01J,8/10,1
B01F,13/08,1
B01F,11/00,1
C09J,183/16,1
